Image Path,Resolution,Detected Objects,Inference Time
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004505.jpg,448x640,"3 persons, 3 cars, 1 bus",439.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004506.jpg,608x640,1 bird,496.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004522.jpg,480x640,"1 cat, 2 bottles, 1 potted plant",434.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004536.jpg,448x640,1 airplane,441.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004547.jpg,640x480,2 benchs,435.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004593.jpg,576x640,"1 car, 9 toilets, 1 sink",436.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004599.jpg,640x448,"1 cup, 1 toilet, 1 sink",444.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004610.jpg,480x640,"1 person, 1 teddy bear",436.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004623.jpg,448x640,11 persons,469.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004638.jpg,480x640,"1 person, 1 bicycle, 2 skateboards",459.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004649.jpg,640x448,"1 knife, 1 pizza, 1 scissors",467.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004677.jpg,640x448,"2 persons, 1 skis, 1 kite",350.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004679.jpg,448x640,(no detections),450.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004701.jpg,640x448,"1 toilet, 1 sink",446.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004707.jpg,640x480,"2 cats, 1 laptop",460.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004726.jpg,640x448,1 vase,490.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004752.jpg,640x448,"3 persons, 1 frisbee",447.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004753.jpg,448x640,"2 persons, 2 cups, 1 bowl, 1 cake, 2 beds, 1 dining table",474.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004769.jpg,448x640,"11 persons, 1 train",434.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004770.jpg,640x480,"1 person, 1 skateboard",522.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004774.jpg,640x640,"3 persons, 5 motorcycles, 4 traffic lights",443.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004777.jpg,640x480,"1 person, 1 bottle, 4 cups, 1 chair, 1 laptop",470.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004778.jpg,448x640,"2 persons, 1 toothbrush",449.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004790.jpg,448x640,"4 persons, 1 car, 2 umbrellas",427.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004792.jpg,640x448,"1 person, 1 skateboard",457.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004810.jpg,416x640,(no detections),409.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004819.jpg,448x640,"1 bottle, 3 knifes, 2 chairs, 1 potted plant, 1 microwave, 1 oven, 1 sink, 1 refrigerator, 1 vase",440.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004826.jpg,480x640,"2 sandwichs, 1 book",426.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004866.jpg,640x640,"1 person, 1 sports ball, 1 tennis racket",554.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004868.jpg,480x640,"3 persons, 1 tennis racket",440.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004878.jpg,640x608,"1 potted plant, 1 vase",466.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004900.jpg,416x640,"7 persons, 1 sheep, 3 baseball bats",435.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004914.jpg,640x480,"1 person, 1 laptop, 1 mouse, 1 keyboard",436.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004944.jpg,448x640,"3 persons, 1 snowboard",494.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004948.jpg,480x640,"1 bowl, 1 sandwich, 1 broccoli, 1 dining table",458.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004954.jpg,480x640,"1 dog, 1 frisbee",413.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004983.jpg,640x480,1 teddy bear,401.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000004996.jpg,448x640,1 elephant,450.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005017.jpg,448x640,"1 person, 1 kite",442.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005036.jpg,480x640,1 stop sign,442.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005051.jpg,448x640,"1 person, 1 wine glass",403.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005082.jpg,448x640,"11 persons, 1 sports ball",462.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005091.jpg,640x480,"3 persons, 21 traffic lights, 2 handbags",445.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005092.jpg,640x448,"2 persons, 2 backpacks, 2 skiss",437.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005103.jpg,448x640,"3 persons, 1 surfboard",459.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005110.jpg,448x640,"1 person, 1 bird",435.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005118.jpg,448x640,"4 cars, 1 bus",466.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005127.jpg,448x640,"5 persons, 3 bicycles, 2 cars, 1 truck",498.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005134.jpg,640x448,"8 persons, 2 baseball bats",439.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005138.jpg,448x640,1 truck,533.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005148.jpg,640x480,"2 persons, 1 bottle, 1 bowl, 2 apples, 1 orange",452.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005208.jpg,480x640,3 teddy bears,512.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005217.jpg,448x640,"1 person, 1 couch, 1 bed, 1 tv",434.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005238.jpg,448x640,"1 remote, 1 microwave",530.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005239.jpg,448x640,5 giraffes,403.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005242.jpg,448x640,"5 persons, 1 backpack, 2 surfboards",465.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005255.jpg,448x640,"6 persons, 2 airplanes, 1 truck",465.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005290.jpg,384x640,3 cakes,430.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005341.jpg,640x480,"1 chair, 1 bed",483.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005346.jpg,640x640,(no detections),470.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005354.jpg,480x640,"4 persons, 4 cups, 2 pizzas, 1 chair, 1 dining table",457.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005382.jpg,448x640,"1 person, 1 skateboard",416.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005401.jpg,480x640,"11 persons, 1 surfboard",545.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005403.jpg,480x640,"8 persons, 13 kites",444.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005433.jpg,448x640,"1 person, 1 sports ball, 1 tennis racket",361.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005440.jpg,320x640,"6 cars, 5 traffic lights",465.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005448.jpg,480x640,"1 cup, 2 forks, 2 sandwichs",433.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005452.jpg,352x640,"1 cat, 1 vase",551.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005489.jpg,480x640,"1 person, 1 bottle, 1 knife, 2 sandwichs, 1 dining table",476.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005515.jpg,640x640,1 person,452.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005527.jpg,512x640,"2 bicycles, 2 cars, 1 stop sign",498.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005572.jpg,480x640,"1 person, 2 remotes",465.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005578.jpg,448x640,"1 person, 1 surfboard",557.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005634.jpg,448x640,"1 handbag, 2 bottles, 1 bowl, 1 chair, 2 potted plants, 1 dining table, 1 refrigerator, 1 vase",401.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005639.jpg,640x480,1 giraffe,440.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005656.jpg,640x384,"1 toilet, 1 sink",457.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005679.jpg,640x448,"1 potted plant, 1 toilet",365.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005685.jpg,512x640,1 bird,447.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005696.jpg,640x640,1 tie,406.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005714.jpg,480x640,"1 tie, 3 teddy bears",437.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005719.jpg,352x640,"4 persons, 4 backpacks, 1 baseball bat, 1 baseball glove",429.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005720.jpg,480x640,"2 bottles, 2 bowls, 3 sandwichs, 1 chair, 1 dining table",456.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005741.jpg,448x640,"1 person, 36 teddy bears",473.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005749.jpg,640x448,"6 persons, 1 bicycle, 3 benchs",452.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005771.jpg,640x640,2 clocks,567.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005780.jpg,480x640,"1 person, 1 fire hydrant",460.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005798.jpg,448x640,1 boat,452.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005817.jpg,448x640,"2 persons, 1 chair, 2 couchs, 1 tv, 1 laptop, 2 remotes",460.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005836.jpg,640x512,"1 car, 2 clocks",429.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005859.jpg,640x640,"2 persons, 1 cup, 2 bowls, 1 chair",504.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005877.jpg,480x640,6 persons,440.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005886.jpg,480x640,"1 person, 2 donuts",467.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005895.jpg,448x640,"1 person, 1 cell phone",429.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005896.jpg,448x640,1 fire hydrant,447.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005898.jpg,640x480,1 toilet,416.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005905.jpg,640x480,"1 banana, 2 cell phones",427.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005921.jpg,480x640,"1 person, 2 motorcycles, 2 buss",437.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005930.jpg,640x512,"1 person, 1 train",502.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005938.jpg,416x640,2 stop signs,419.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005969.jpg,640x480,1 teddy bear,486.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005976.jpg,480x640,"1 person, 1 sandwich, 1 chair",481.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005978.jpg,480x640,"1 person, 1 skis",441.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005980.jpg,480x640,2 toilets,411.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000005990.jpg,640x640,2 pizzas,480.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006044.jpg,480x640,"1 person, 1 truck",437.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006045.jpg,480x640,"1 person, 2 cars, 1 bus, 1 chair",458.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006054.jpg,640x640,"2 bowls, 3 bananas, 2 oranges",467.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006063.jpg,448x640,1 traffic light,405.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006069.jpg,480x640,"2 birds, 1 tv",525.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006108.jpg,448x640,"1 bottle, 1 wine glass, 1 cup, 1 fork, 1 pizza, 2 chairs, 1 dining table",435.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006128.jpg,480x640,"3 traffic lights, 1 kite",470.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006150.jpg,448x640,"1 person, 1 dog",438.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006157.jpg,640x480,"1 cat, 1 toilet, 1 teddy bear",465.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006161.jpg,480x640,3 giraffes,458.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006163.jpg,640x448,"1 person, 1 frisbee, 1 kite",456.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006173.jpg,448x640,"5 persons, 2 skiss",431.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006175.jpg,480x640,"1 person, 3 bottles, 1 fork, 2 knifes, 3 bowls, 1 apple, 3 oranges, 1 cake",480.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006195.jpg,448x640,"1 person, 1 snowboard",454.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006222.jpg,480x640,2 dogs,436.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006238.jpg,480x640,"2 persons, 2 kites",422.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006242.jpg,640x448,"1 toilet, 1 sink",389.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006249.jpg,480x640,1 zebra,505.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006276.jpg,448x640,"10 persons, 2 bicycles, 1 motorcycle, 3 ties",409.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006280.jpg,480x640,4 persons,470.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006283.jpg,448x640,"2 persons, 1 surfboard",456.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006284.jpg,448x640,"5 persons, 1 cup, 5 bowls, 1 banana, 1 apple, 1 dining table",440.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006286.jpg,640x384,"3 persons, 1 kite",592.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006299.jpg,480x640,"2 persons, 1 handbag, 1 suitcase, 1 refrigerator",502.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006309.jpg,480x640,"3 persons, 1 truck, 1 bird, 2 horses",454.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006312.jpg,480x640,"1 person, 1 sports ball, 1 tennis racket",481.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006321.jpg,480x640,"1 cat, 1 bottle, 1 mouse, 1 keyboard",433.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006377.jpg,640x480,"2 cars, 1 stop sign",504.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006389.jpg,512x640,1 clock,465.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006402.jpg,640x480,"2 persons, 1 donut, 1 chair",518.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006416.jpg,544x640,"3 persons, 2 buss, 2 traffic lights, 1 bench",567.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006425.jpg,480x640,2 cows,436.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006435.jpg,480x640,3 cows,490.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006467.jpg,640x640,5 cows,430.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006474.jpg,480x640,1 bird,429.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006476.jpg,448x640,"1 person, 1 skis",480.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006479.jpg,640x448,1 sink,453.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006492.jpg,480x640,"1 bottle, 1 chair, 1 tv, 1 book",491.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006499.jpg,448x640,1 train,432.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006502.jpg,640x640,"5 persons, 12 suitcases, 1 chair, 1 tv, 1 clock",400.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006504.jpg,480x640,"2 persons, 1 car",424.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006509.jpg,448x640,"2 persons, 8 donuts",432.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006525.jpg,448x640,"2 chairs, 2 couchs, 2 potted plants",470.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006530.jpg,448x640,"1 person, 1 spoon, 1 bowl, 1 dining table, 1 teddy bear",436.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006557.jpg,640x480,"2 persons, 3 carrots, 2 dining tables",520.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006568.jpg,640x448,"1 cat, 1 potted plant, 1 oven",444.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006570.jpg,448x640,"1 person, 1 car, 3 boats",471.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006571.jpg,640x480,"1 person, 1 cell phone",447.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006592.jpg,480x640,"1 person, 1 horse, 2 zebras",406.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006600.jpg,480x640,1 stop sign,400.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006609.jpg,640x640,"1 umbrella, 4 chairs",458.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006610.jpg,640x480,"1 bowl, 8 broccolis",445.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006619.jpg,640x480,"1 person, 1 cat, 1 toilet, 1 refrigerator",501.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006629.jpg,448x640,"2 bottles, 3 cups, 1 knife, 2 bowls, 1 oven, 1 toaster, 1 sink, 1 refrigerator",477.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006638.jpg,640x640,"1 person, 2 cars",467.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006689.jpg,512x640,"7 cars, 1 truck",401.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006736.jpg,448x640,2 zebras,425.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006769.jpg,448x640,"1 person, 1 truck, 1 umbrella",522.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006772.jpg,640x480,"1 bottle, 2 cakes",461.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006775.jpg,480x640,"5 persons, 1 frisbee",429.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006804.jpg,480x640,"2 cups, 3 tvs, 2 laptops, 6 mouses, 3 keyboards, 1 cell phone",432.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006834.jpg,480x640,"1 person, 1 chair, 1 bed, 1 cell phone",456.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006841.jpg,640x608,2 fire hydrants,345.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006843.jpg,640x480,"4 persons, 1 umbrella",533.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006844.jpg,480x640,"1 person, 4 cars, 1 pizza",489.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006863.jpg,416x640,"2 persons, 1 handbag, 2 chairs, 1 potted plant, 1 vase",458.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006865.jpg,480x640,"2 carrots, 1 dining table",414.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006891.jpg,320x640,"1 person, 2 horses",446.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006908.jpg,640x448,"1 person, 1 chair, 1 potted plant, 1 vase",432.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006913.jpg,480x640,2 giraffes,417.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006923.jpg,448x640,2 clocks,427.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006939.jpg,512x640,"1 person, 2 trucks",413.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006947.jpg,384x640,"5 persons, 1 frisbee, 1 baseball bat, 1 baseball glove",458.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006969.jpg,640x448,"1 person, 2 traffic lights",419.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006984.jpg,640x448,"4 persons, 1 surfboard",418.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006989.jpg,448x640,5 zebras,437.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007038.jpg,640x448,(no detections),553.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007039.jpg,448x640,"1 person, 1 pizza",504.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007101.jpg,480x640,5 zebras,533.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007111.jpg,448x640,"3 bananas, 2 oranges",414.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007113.jpg,480x640,3 giraffes,417.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007127.jpg,480x640,"1 spoon, 1 pizza",454.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007131.jpg,640x448,"1 person, 1 skateboard",456.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007136.jpg,640x480,"1 person, 1 potted plant, 2 cell phones",608.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007171.jpg,416x640,"1 person, 1 sports ball, 1 tennis racket",411.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007173.jpg,480x640,"2 persons, 1 dog",493.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007186.jpg,480x640,"1 tv, 2 mouses, 1 keyboard",444.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007188.jpg,480x640,1 cat,406.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007190.jpg,480x640,3 cars,509.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007209.jpg,448x640,"3 persons, 1 train, 2 backpacks",485.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007226.jpg,448x640,"3 persons, 2 motorcycles, 1 truck",447.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007236.jpg,448x640,"1 person, 2 cups, 1 spoon, 3 bowls, 3 sandwichs, 4 carrots, 1 dining table",442.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007242.jpg,480x640,1 airplane,425.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007266.jpg,512x640,(no detections),504.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007273.jpg,544x640,2 persons,429.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007292.jpg,480x640,"5 airplanes, 2 trucks",444.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007295.jpg,640x640,"1 banana, 4 apples, 9 oranges, 6 carrots",409.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007312.jpg,480x640,"1 person, 1 skis",437.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007321.jpg,640x448,"2 bottles, 1 toilet, 1 sink",454.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007322.jpg,640x448,"1 person, 1 skateboard",492.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007323.jpg,640x512,1 pizza,432.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007324.jpg,640x480,"4 bottles, 1 cup, 1 bowl, 1 sink, 1 toothbrush",453.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007330.jpg,448x640,3 horses,558.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007334.jpg,544x640,"1 person, 1 surfboard",492.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007339.jpg,480x640,"1 car, 1 bus, 1 stop sign",518.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007346.jpg,480x640,"6 persons, 2 ties, 4 wine glasss, 1 potted plant, 1 dining table",424.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007362.jpg,512x640,"1 motorcycle, 1 cat",435.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007368.jpg,480x640,"1 person, 1 dog",409.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007372.jpg,448x640,2 birds,470.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007388.jpg,480x640,"1 cat, 2 cups",490.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007390.jpg,480x640,"2 persons, 1 bottle, 2 wine glasss, 1 knife, 1 oven",385.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007399.jpg,480x640,"18 persons, 1 boat, 1 cow, 1 umbrella, 1 bottle",519.7ms
